,policy,category,fips,state,statename,year,month,day,adopted,ended
14294,2020 Minimum Wage for Tipped Workers,,18,IN,Indiana,,,,,False
14295,2020 Minimum Wage for Tipped Workers,,19,IA,Iowa,,,,,False
14296,2020 Minimum Wage for Tipped Workers,,20,KS,Kansas,,,,,False
14297,2020 Minimum Wage for Tipped Workers,,21,KY,Kentucky,,,,,False
14298,2020 Minimum Wage for Tipped Workers,,22,LA,Louisiana,,,,,False
14299,2020 Minimum Wage for Tipped Workers,,23,ME,Maine,,,,,False
14300,2020 Minimum Wage for Tipped Workers,,24,MD,Maryland,,,,,False
14301,2020 Minimum Wage for Tipped Workers,,25,MA,Massachusetts,,,,,False
14302,2020 Minimum Wage for Tipped Workers,,26,MI,Michigan,,,,,False
14303,2020 Minimum Wage for Tipped Workers,,27,MN,Minnesota,,,,,False
14304,2020 Minimum Wage for Tipped Workers,,28,MS,Mississippi,,,,,False
14305,2020 Minimum Wage for Tipped Workers,,29,MO,Missouri,,,,,False
14306,2020 Minimum Wage for Tipped Workers,,30,MT,Montana,,,,,False
14307,2020 Minimum Wage for Tipped Workers,,31,NE,Nebraska,,,,,False
14308,2020 Minimum Wage for Tipped Workers,,32,NV,Nevada,,,,,False
14309,2020 Minimum Wage for Tipped Workers,,33,NH,New Hampshire,,,,,False
14310,2020 Minimum Wage for Tipped Workers,,34,NJ,New Jersey,,,,,False
14311,2020 Minimum Wage for Tipped Workers,,35,NM,New Mexico,,,,,False
14312,2020 Minimum Wage for Tipped Workers,,36,NY,New York,,,,,False
14313,2020 Minimum Wage for Tipped Workers,,37,NC,North Carolina,,,,,False
14314,2020 Minimum Wage for Tipped Workers,,38,ND,North Dakota,,,,,False
14315,2020 Minimum Wage for Tipped Workers,,39,OH,Ohio,,,,,False
14316,2020 Minimum Wage for Tipped Workers,,40,OK,Oklahoma,,,,,False
14317,2020 Minimum Wage for Tipped Workers,,41,OR,Oregon,,,,,False
14318,2020 Minimum Wage for Tipped Workers,,42,PA,Pennsylvania,,,,,False
14319,2020 Minimum Wage for Tipped Workers,,44,RI,Rhode Island,,,,,False
14320,2020 Minimum Wage for Tipped Workers,,45,SC,South Carolina,,,,,False
14321,2020 Minimum Wage for Tipped Workers,,46,SD,South Dakota,,,,,False
14322,2020 Minimum Wage for Tipped Workers,,47,TN,Tennessee,,,,,False
14323,2020 Minimum Wage for Tipped Workers,,48,TX,Texas,,,,,False
14324,2020 Minimum Wage for Tipped Workers,,49,UT,Utah,,,,,False
14325,2020 Minimum Wage for Tipped Workers,,50,VT,Vermont,,,,,False
14326,2020 Minimum Wage for Tipped Workers,,51,VA,Virginia,,,,,False
14327,2020 Minimum Wage for Tipped Workers,,53,WA,Washington,,,,,False
14328,2020 Minimum Wage for Tipped Workers,,54,WV,West Virginia,,,,,False
14329,2020 Minimum Wage for Tipped Workers,,55,WI,Wisconsin,,,,,False
14330,2020 Minimum Wage for Tipped Workers,,56,WY,Wyoming,,,,,False
7905,2020 Q1 SNAP ABAWD Time Limit Waiver,,1,AL,Alabama,,,,,False
7906,2020 Q1 SNAP ABAWD Time Limit Waiver,,2,AK,Alaska,,,,,False
7907,2020 Q1 SNAP ABAWD Time Limit Waiver,,4,AZ,Arizona,,,,,False
7908,2020 Q1 SNAP ABAWD Time Limit Waiver,,5,AR,Arkansas,,,,,False
7909,2020 Q1 SNAP ABAWD Time Limit Waiver,,6,CA,California,,,,,False
7910,2020 Q1 SNAP ABAWD Time Limit Waiver,,8,CO,Colorado,,,,,False
7911,2020 Q1 SNAP ABAWD Time Limit Waiver,,9,CT,Connecticut,,,,,False
7912,2020 Q1 SNAP ABAWD Time Limit Waiver,,10,DE,Delaware,,,,,False
7913,2020 Q1 SNAP ABAWD Time Limit Waiver,,11,DC,District of Columbia,,,,,False
7914,2020 Q1 SNAP ABAWD Time Limit Waiver,,12,FL,Florida,,,,,False
7915,2020 Q1 SNAP ABAWD Time Limit Waiver,,13,GA,Georgia,,,,,False
7916,2020 Q1 SNAP ABAWD Time Limit Waiver,,15,HI,Hawaii,,,,,False
7917,2020 Q1 SNAP ABAWD Time Limit Waiver,,16,ID,Idaho,,,,,False
7918,2020 Q1 SNAP ABAWD Time Limit Waiver,,17,IL,Illinois,,,,,False
7919,2020 Q1 SNAP ABAWD Time Limit Waiver,,18,IN,Indiana,,,,,False
7920,2020 Q1 SNAP ABAWD Time Limit Waiver,,19,IA,Iowa,,,,,False
7921,2020 Q1 SNAP ABAWD Time Limit Waiver,,20,KS,Kansas,,,,,False
7922,2020 Q1 SNAP ABAWD Time Limit Waiver,,21,KY,Kentucky,,,,,False
7923,2020 Q1 SNAP ABAWD Time Limit Waiver,,22,LA,Louisiana,,,,,False
7924,2020 Q1 SNAP ABAWD Time Limit Waiver,,23,ME,Maine,,,,,False
7925,2020 Q1 SNAP ABAWD Time Limit Waiver,,24,MD,Maryland,,,,,False
7926,2020 Q1 SNAP ABAWD Time Limit Waiver,,25,MA,Massachusetts,,,,,False
7927,2020 Q1 SNAP ABAWD Time Limit Waiver,,26,MI,Michigan,,,,,False
7928,2020 Q1 SNAP ABAWD Time Limit Waiver,,27,MN,Minnesota,,,,,False
7929,2020 Q1 SNAP ABAWD Time Limit Waiver,,28,MS,Mississippi,,,,,False
7930,2020 Q1 SNAP ABAWD Time Limit Waiver,,29,MO,Missouri,,,,,False
7931,2020 Q1 SNAP ABAWD Time Limit Waiver,,30,MT,Montana,,,,,False
7932,2020 Q1 SNAP ABAWD Time Limit Waiver,,31,NE,Nebraska,,,,,False
7933,2020 Q1 SNAP ABAWD Time Limit Waiver,,32,NV,Nevada,,,,,False
7934,2020 Q1 SNAP ABAWD Time Limit Waiver,,33,NH,New Hampshire,,,,,False
7935,2020 Q1 SNAP ABAWD Time Limit Waiver,,34,NJ,New Jersey,,,,,False
7936,2020 Q1 SNAP ABAWD Time Limit Waiver,,35,NM,New Mexico,,,,,False
7937,2020 Q1 SNAP ABAWD Time Limit Waiver,,36,NY,New York,,,,,False
7938,2020 Q1 SNAP ABAWD Time Limit Waiver,,37,NC,North Carolina,,,,,False
7939,2020 Q1 SNAP ABAWD Time Limit Waiver,,38,ND,North Dakota,,,,,False
7940,2020 Q1 SNAP ABAWD Time Limit Waiver,,39,OH,Ohio,,,,,False
7941,2020 Q1 SNAP ABAWD Time Limit Waiver,,40,OK,Oklahoma,,,,,False
7942,2020 Q1 SNAP ABAWD Time Limit Waiver,,41,OR,Oregon,,,,,False
7943,2020 Q1 SNAP ABAWD Time Limit Waiver,,42,PA,Pennsylvania,,,,,False
7944,2020 Q1 SNAP ABAWD Time Limit Waiver,,44,RI,Rhode Island,,,,,False
7945,2020 Q1 SNAP ABAWD Time Limit Waiver,,45,SC,South Carolina,,,,,False
7946,2020 Q1 SNAP ABAWD Time Limit Waiver,,46,SD,South Dakota,,,,,False
7947,2020 Q1 SNAP ABAWD Time Limit Waiver,,47,TN,Tennessee,,,,,False
7948,2020 Q1 SNAP ABAWD Time Limit Waiver,,48,TX,Texas,,,,,False
7949,2020 Q1 SNAP ABAWD Time Limit Waiver,,49,UT,Utah,,,,,False
7950,2020 Q1 SNAP ABAWD Time Limit Waiver,,50,VT,Vermont,,,,,False
7951,2020 Q1 SNAP ABAWD Time Limit Waiver,,51,VA,Virginia,,,,,False
7952,2020 Q1 SNAP ABAWD Time Limit Waiver,,53,WA,Washington,,,,,False
7953,2020 Q1 SNAP ABAWD Time Limit Waiver,,54,WV,West Virginia,,,,,False
7954,2020 Q1 SNAP ABAWD Time Limit Waiver,,55,WI,Wisconsin,,,,,False
7955,2020 Q1 SNAP ABAWD Time Limit Waiver,,56,WY,Wyoming,,,,,False
14331,2021 Minimum Wage,,1,AL,Alabama,,,,,False
14332,2021 Minimum Wage,,2,AK,Alaska,,,,,False
14333,2021 Minimum Wage,,4,AZ,Arizona,,,,,False
14334,2021 Minimum Wage,,5,AR,Arkansas,,,,,False
14335,2021 Minimum Wage,,6,CA,California,,,,,False
14336,2021 Minimum Wage,,8,CO,Colorado,,,,,False
14337,2021 Minimum Wage,,9,CT,Connecticut,,,,,False
14338,2021 Minimum Wage,,10,DE,Delaware,,,,,False
14339,2021 Minimum Wage,,11,DC,District of Columbia,,,,,False
14340,2021 Minimum Wage,,12,FL,Florida,,,,,False
14341,2021 Minimum Wage,,13,GA,Georgia,,,,,False
14342,2021 Minimum Wage,,15,HI,Hawaii,,,,,False
14343,2021 Minimum Wage,,16,ID,Idaho,,,,,False
14344,2021 Minimum Wage,,17,IL,Illinois,,,,,False
14345,2021 Minimum Wage,,18,IN,Indiana,,,,,False
14346,2021 Minimum Wage,,19,IA,Iowa,,,,,False
14347,2021 Minimum Wage,,20,KS,Kansas,,,,,False
14348,2021 Minimum Wage,,21,KY,Kentucky,,,,,False
14349,2021 Minimum Wage,,22,LA,Louisiana,,,,,False
14350,2021 Minimum Wage,,23,ME,Maine,,,,,False
14351,2021 Minimum Wage,,24,MD,Maryland,,,,,False
14352,2021 Minimum Wage,,25,MA,Massachusetts,,,,,False
14353,2021 Minimum Wage,,26,MI,Michigan,,,,,False
14354,2021 Minimum Wage,,27,MN,Minnesota,,,,,False
14355,2021 Minimum Wage,,28,MS,Mississippi,,,,,False
14356,2021 Minimum Wage,,29,MO,Missouri,,,,,False
14357,2021 Minimum Wage,,30,MT,Montana,,,,,False
14358,2021 Minimum Wage,,31,NE,Nebraska,,,,,False
14359,2021 Minimum Wage,,32,NV,Nevada,,,,,False
14360,2021 Minimum Wage,,33,NH,New Hampshire,,,,,False
14361,2021 Minimum Wage,,34,NJ,New Jersey,,,,,False
14362,2021 Minimum Wage,,35,NM,New Mexico,,,,,False
14363,2021 Minimum Wage,,36,NY,New York,,,,,False
14364,2021 Minimum Wage,,37,NC,North Carolina,,,,,False
14365,2021 Minimum Wage,,38,ND,North Dakota,,,,,False
14366,2021 Minimum Wage,,39,OH,Ohio,,,,,False
14367,2021 Minimum Wage,,40,OK,Oklahoma,,,,,False
14368,2021 Minimum Wage,,41,OR,Oregon,,,,,False
14369,2021 Minimum Wage,,42,PA,Pennsylvania,,,,,False
14370,2021 Minimum Wage,,44,RI,Rhode Island,,,,,False
14371,2021 Minimum Wage,,45,SC,South Carolina,,,,,False
14372,2021 Minimum Wage,,46,SD,South Dakota,,,,,False
14373,2021 Minimum Wage,,47,TN,Tennessee,,,,,False
14374,2021 Minimum Wage,,48,TX,Texas,,,,,False
14375,2021 Minimum Wage,,49,UT,Utah,,,,,False
14376,2021 Minimum Wage,,50,VT,Vermont,,,,,False
14377,2021 Minimum Wage,,51,VA,Virginia,,,,,False
14378,2021 Minimum Wage,,53,WA,Washington,,,,,False
14379,2021 Minimum Wage,,54,WV,West Virginia,,,,,False
14380,2021 Minimum Wage,,55,WI,Wisconsin,,,,,False
14381,2021 Minimum Wage,,56,WY,Wyoming,,,,,False
10302,2021 unemployment insurance maximum duration (weeks),unemployment,1,AL,Alabama,,,,,False
10303,2021 unemployment insurance maximum duration (weeks),unemployment,2,AK,Alaska,,,,,False
10304,2021 unemployment insurance maximum duration (weeks),unemployment,4,AZ,Arizona,,,,,False
10305,2021 unemployment insurance maximum duration (weeks),unemployment,5,AR,Arkansas,,,,,False
10306,2021 unemployment insurance maximum duration (weeks),unemployment,6,CA,California,,,,,False
10307,2021 unemployment insurance maximum duration (weeks),unemployment,8,CO,Colorado,,,,,False
10308,2021 unemployment insurance maximum duration (weeks),unemployment,9,CT,Connecticut,,,,,False
10309,2021 unemployment insurance maximum duration (weeks),unemployment,10,DE,Delaware,,,,,False
10310,2021 unemployment insurance maximum duration (weeks),unemployment,11,DC,District of Columbia,,,,,False
10311,2021 unemployment insurance maximum duration (weeks),unemployment,12,FL,Florida,,,,,False
10312,2021 unemployment insurance maximum duration (weeks),unemployment,13,GA,Georgia,,,,,False
10313,2021 unemployment insurance maximum duration (weeks),unemployment,15,HI,Hawaii,,,,,False
10314,2021 unemployment insurance maximum duration (weeks),unemployment,16,ID,Idaho,,,,,False
10315,2021 unemployment insurance maximum duration (weeks),unemployment,17,IL,Illinois,,,,,False
10316,2021 unemployment insurance maximum duration (weeks),unemployment,18,IN,Indiana,,,,,False
10317,2021 unemployment insurance maximum duration (weeks),unemployment,19,IA,Iowa,,,,,False
10318,2021 unemployment insurance maximum duration (weeks),unemployment,20,KS,Kansas,,,,,False
10319,2021 unemployment insurance maximum duration (weeks),unemployment,21,KY,Kentucky,,,,,False
10320,2021 unemployment insurance maximum duration (weeks),unemployment,22,LA,Louisiana,,,,,False
10321,2021 unemployment insurance maximum duration (weeks),unemployment,23,ME,Maine,,,,,False
10322,2021 unemployment insurance maximum duration (weeks),unemployment,24,MD,Maryland,,,,,False
10323,2021 unemployment insurance maximum duration (weeks),unemployment,25,MA,Massachusetts,,,,,False
10324,2021 unemployment insurance maximum duration (weeks),unemployment,26,MI,Michigan,,,,,False
10325,2021 unemployment insurance maximum duration (weeks),unemployment,27,MN,Minnesota,,,,,False
10326,2021 unemployment insurance maximum duration (weeks),unemployment,28,MS,Mississippi,,,,,False
10327,2021 unemployment insurance maximum duration (weeks),unemployment,29,MO,Missouri,,,,,False
10328,2021 unemployment insurance maximum duration (weeks),unemployment,30,MT,Montana,,,,,False
10329,2021 unemployment insurance maximum duration (weeks),unemployment,31,NE,Nebraska,,,,,False
10330,2021 unemployment insurance maximum duration (weeks),unemployment,32,NV,Nevada,,,,,False
10331,2021 unemployment insurance maximum duration (weeks),unemployment,33,NH,New Hampshire,,,,,False
10332,2021 unemployment insurance maximum duration (weeks),unemployment,34,NJ,New Jersey,,,,,False
10333,2021 unemployment insurance maximum duration (weeks),unemployment,35,NM,New Mexico,,,,,False
10334,2021 unemployment insurance maximum duration (weeks),unemployment,36,NY,New York,,,,,False
10335,2021 unemployment insurance maximum duration (weeks),unemployment,37,NC,North Carolina,,,,,False
10336,2021 unemployment insurance maximum duration (weeks),unemployment,38,ND,North Dakota,,,,,False
10337,2021 unemployment insurance maximum duration (weeks),unemployment,39,OH,Ohio,,,,,False
10338,2021 unemployment insurance maximum duration (weeks),unemployment,40,OK,Oklahoma,,,,,False
10339,2021 unemployment insurance maximum duration (weeks),unemployment,41,OR,Oregon,,,,,False
10340,2021 unemployment insurance maximum duration (weeks),unemployment,42,PA,Pennsylvania,,,,,False
10341,2021 unemployment insurance maximum duration (weeks),unemployment,44,RI,Rhode Island,,,,,False
10342,2021 unemployment insurance maximum duration (weeks),unemployment,45,SC,South Carolina,,,,,False
10343,2021 unemployment insurance maximum duration (weeks),unemployment,46,SD,South Dakota,,,,,False
10344,2021 unemployment insurance maximum duration (weeks),unemployment,47,TN,Tennessee,,,,,False
10345,2021 unemployment insurance maximum duration (weeks),unemployment,48,TX,Texas,,,,,False
10346,2021 unemployment insurance maximum duration (weeks),unemployment,49,UT,Utah,,,,,False
10347,2021 unemployment insurance maximum duration (weeks),unemployment,50,VT,Vermont,,,,,False
10348,2021 unemployment insurance maximum duration (weeks),unemployment,51,VA,Virginia,,,,,False
10349,2021 unemployment insurance maximum duration (weeks),unemployment,53,WA,Washington,,,,,False
10350,2021 unemployment insurance maximum duration (weeks),unemployment,54,WV,West Virginia,,,,,False
10351,2021 unemployment insurance maximum duration (weeks),unemployment,55,WI,Wisconsin,,,,,False
10352,2021 unemployment insurance maximum duration (weeks),unemployment,56,WY,Wyoming,,,,,False
5253,Adults ages 65+ prioritized ahead of essential workers,,1,AL,Alabama,,,,,False
5254,Adults ages 65+ prioritized ahead of essential workers,,2,AK,Alaska,,,,,False
5255,Adults ages 65+ prioritized ahead of essential workers,,4,AZ,Arizona,,,,,False
5256,Adults ages 65+ prioritized ahead of essential workers,,5,AR,Arkansas,,,,,False
5257,Adults ages 65+ prioritized ahead of essential workers,,6,CA,California,,,,,False
5258,Adults ages 65+ prioritized ahead of essential workers,,8,CO,Colorado,,,,,False
5259,Adults ages 65+ prioritized ahead of essential workers,,9,CT,Connecticut,,,,,False
5260,Adults ages 65+ prioritized ahead of essential workers,,10,DE,Delaware,,,,,False
5261,Adults ages 65+ prioritized ahead of essential workers,,11,DC,District of Columbia,,,,,False
5262,Adults ages 65+ prioritized ahead of essential workers,,12,FL,Florida,,,,,False
5263,Adults ages 65+ prioritized ahead of essential workers,,13,GA,Georgia,,,,,False
5264,Adults ages 65+ prioritized ahead of essential workers,,15,HI,Hawaii,,,,,False
5265,Adults ages 65+ prioritized ahead of essential workers,,16,ID,Idaho,,,,,False
5266,Adults ages 65+ prioritized ahead of essential workers,,17,IL,Illinois,,,,,False
5267,Adults ages 65+ prioritized ahead of essential workers,,18,IN,Indiana,,,,,False
5268,Adults ages 65+ prioritized ahead of essential workers,,19,IA,Iowa,,,,,False
5269,Adults ages 65+ prioritized ahead of essential workers,,20,KS,Kansas,,,,,False
5270,Adults ages 65+ prioritized ahead of essential workers,,21,KY,Kentucky,,,,,False
5271,Adults ages 65+ prioritized ahead of essential workers,,22,LA,Louisiana,,,,,False
5272,Adults ages 65+ prioritized ahead of essential workers,,23,ME,Maine,,,,,False
5273,Adults ages 65+ prioritized ahead of essential workers,,24,MD,Maryland,,,,,False
5274,Adults ages 65+ prioritized ahead of essential workers,,25,MA,Massachusetts,,,,,False
5275,Adults ages 65+ prioritized ahead of essential workers,,26,MI,Michigan,,,,,False
5276,Adults ages 65+ prioritized ahead of essential workers,,27,MN,Minnesota,,,,,False
5277,Adults ages 65+ prioritized ahead of essential workers,,28,MS,Mississippi,,,,,False
5278,Adults ages 65+ prioritized ahead of essential workers,,29,MO,Missouri,,,,,False
5279,Adults ages 65+ prioritized ahead of essential workers,,30,MT,Montana,,,,,False
5280,Adults ages 65+ prioritized ahead of essential workers,,31,NE,Nebraska,,,,,False
5281,Adults ages 65+ prioritized ahead of essential workers,,32,NV,Nevada,,,,,False
5282,Adults ages 65+ prioritized ahead of essential workers,,33,NH,New Hampshire,,,,,False
5283,Adults ages 65+ prioritized ahead of essential workers,,34,NJ,New Jersey,,,,,False
5284,Adults ages 65+ prioritized ahead of essential workers,,35,NM,New Mexico,,,,,False
5285,Adults ages 65+ prioritized ahead of essential workers,,36,NY,New York,,,,,False
5286,Adults ages 65+ prioritized ahead of essential workers,,37,NC,North Carolina,,,,,False
5287,Adults ages 65+ prioritized ahead of essential workers,,38,ND,North Dakota,,,,,False
5288,Adults ages 65+ prioritized ahead of essential workers,,39,OH,Ohio,,,,,False
5289,Adults ages 65+ prioritized ahead of essential workers,,40,OK,Oklahoma,,,,,False
5290,Adults ages 65+ prioritized ahead of essential workers,,41,OR,Oregon,,,,,False
5291,Adults ages 65+ prioritized ahead of essential workers,,42,PA,Pennsylvania,,,,,False
5292,Adults ages 65+ prioritized ahead of essential workers,,44,RI,Rhode Island,,,,,False
5293,Adults ages 65+ prioritized ahead of essential workers,,45,SC,South Carolina,,,,,False
5294,Adults ages 65+ prioritized ahead of essential workers,,46,SD,South Dakota,,,,,False
5295,Adults ages 65+ prioritized ahead of essential workers,,47,TN,Tennessee,,,,,False
5296,Adults ages 65+ prioritized ahead of essential workers,,48,TX,Texas,,,,,False
5297,Adults ages 65+ prioritized ahead of essential workers,,49,UT,Utah,,,,,False
5298,Adults ages 65+ prioritized ahead of essential workers,,50,VT,Vermont,,,,,False
5299,Adults ages 65+ prioritized ahead of essential workers,,51,VA,Virginia,,,,,False
5300,Adults ages 65+ prioritized ahead of essential workers,,53,WA,Washington,,,,,False
5301,Adults ages 65+ prioritized ahead of essential workers,,54,WV,West Virginia,,,,,False
5302,Adults ages 65+ prioritized ahead of essential workers,,55,WI,Wisconsin,,,,,False
5303,Adults ages 65+ prioritized ahead of essential workers,,56,WY,Wyoming,,,,,False
11526,Aerosol transmissable diseases standards,,1,AL,Alabama,,,,,False
11527,Aerosol transmissable diseases standards,,2,AK,Alaska,,,,,False
11528,Aerosol transmissable diseases standards,,4,AZ,Arizona,,,,,False
